District,Annual_Rainfall_mm,State,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Effective_Rainfall_mm,GW_Depth_m,GW_Contribution_mm,Total_Available_mm,Feasibility,Top_3_Crops
Sangrur,337.3,Punjab,Ahmedgarh,Ridgeguard(Tori),Other,FAQ,28/10/2025,2600.0,2800.0,2800.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Tomato,Other,FAQ,28/10/2025,3000.0,3200.0,3200.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Apple,Apple,Medium,28/10/2025,4500.0,6500.0,5500.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Cauliflower,Cauliflower,FAQ,28/10/2025,4400.0,5000.0,4600.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Cauliflower,Other,FAQ,28/10/2025,5500.0,6000.0,6000.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Onion,Other,FAQ,28/10/2025,2000.0,2200.0,2200.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Potato,Other,FAQ,28/10/2025,1000.0,1200.0,1000.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Banana,Other,Medium,28/10/2025,2500.0,2700.0,2500.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Bhindi(Ladies Finger),Other,FAQ,28/10/2025,2400.0,2500.0,2500.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Spinach,Other,FAQ,28/10/2025,1800.0,2000.0,1800.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Banana,Banana - Ripe,Medium,28/10/2025,1800.0,2200.0,2000.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Mousambi(Sweet Lime),Mousambi,Medium,28/10/2025,4200.0,4800.0,4800.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Onion,Onion,FAQ,28/10/2025,1300.0,1500.0,1400.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Papaya,Papaya,Medium,28/10/2025,2300.0,2600.0,2500.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Tomato,Tomato,FAQ,28/10/2025,2200.0,2400.0,2300.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Barnala,315.2,,,,,,,,,,204.88,,,204.88,"{'Paddy': np.float64(17.07), 'Wheat': np.float64(45.53), 'Maize': np.float64(37.25), 'Cotton': np.float64(29.27), 'Sugarcane': np.float64(13.66), 'Mustard': np.float64(51.22), 'Barley': np.float64(45.53), 'Groundnut': np.float64(34.15)}","['1. Mustard (51.22%)', '2. Wheat (45.53%)', '3. Barley (45.53%)']"
Patiala,678.4,Punjab,Ghanaur,Onion,Other,FAQ,28/10/2025,1300.0,1500.0,1400.0,440.96,,,440.96,"{'Paddy': np.float64(36.75), 'Wheat': np.float64(97.99), 'Maize': np.float64(80.17), 'Cotton': np.float64(62.99), 'Sugarcane': np.float64(29.4), 'Mustard': np.float64(110.24), 'Barley': np.float64(97.99), 'Groundnut': np.float64(73.49)}","['1. Mustard (110.24%)', '2. Wheat (97.99%)', '3. Barley (97.99%)']"
Patiala,678.4,Punjab,Ghanaur,Tomato,Other,FAQ,28/10/2025,2000.0,2500.0,2300.0,440.96,,,440.96,"{'Paddy': np.float64(36.75), 'Wheat': np.float64(97.99), 'Maize': np.float64(80.17), 'Cotton': np.float64(62.99), 'Sugarcane': np.float64(29.4), 'Mustard': np.float64(110.24), 'Barley': np.float64(97.99), 'Groundnut': np.float64(73.49)}","['1. Mustard (110.24%)', '2. Wheat (97.99%)', '3. Barley (97.99%)']"
Patiala,678.4,Punjab,Ghanaur,Potato,Other,FAQ,28/10/2025,1300.0,1500.0,1400.0,440.96,,,440.96,"{'Paddy': np.float64(36.75), 'Wheat': np.float64(97.99), 'Maize': np.float64(80.17), 'Cotton': np.float64(62.99), 'Sugarcane': np.float64(29.4), 'Mustard': np.float64(110.24), 'Barley': np.float64(97.99), 'Groundnut': np.float64(73.49)}","['1. Mustard (110.24%)', '2. Wheat (97.99%)', '3. Barley (97.99%)']"
Fatehgarh Sahib,530.3,,,,,,,,,,344.695,,,344.695,"{'Paddy': np.float64(28.72), 'Wheat': np.float64(76.6), 'Maize': np.float64(62.67), 'Cotton': np.float64(49.24), 'Sugarcane': np.float64(22.98), 'Mustard': np.float64(86.17), 'Barley': np.float64(76.6), 'Groundnut': np.float64(57.45)}","['1. Mustard (86.17%)', '2. Wheat (76.6%)', '3. Barley (76.6%)']"
Punjab,556.9,,,,,,,,,,361.985,,,361.985,"{'Paddy': np.float64(30.17), 'Wheat': np.float64(80.44), 'Maize': np.float64(65.82), 'Cotton': np.float64(51.71), 'Sugarcane': np.float64(24.13), 'Mustard': np.float64(90.5), 'Barley': np.float64(80.44), 'Groundnut': np.float64(60.33)}","['1. Mustard (90.5%)', '2. Wheat (80.44%)', '3. Barley (80.44%)']"
